product_id,name,description,price,quantity_in_stock,status,category_id,brand_id,created_at
281,Product 281,Try best article happy world land before.,221.25,32,out_of_stock,78,45,2023-11-21 16:43:38.650193
282,Product 282,Produce sign stock structure.,231.4,31,out_of_stock,74,4,2023-04-20 21:53:56.813093
283,Product 283,Free building again something.,83.9,13,available,5,16,2023-12-02 13:42:13.698223
284,Product 284,Brother poor know doctor computer teacher.,588.88,75,out_of_stock,38,35,2022-10-13 15:56:05.224272
285,Product 285,Go under common.,632.74,72,available,98,48,2023-09-17 07:16:22.043074
286,Product 286,Risk speech manage direction morning.,322.74,9,available,95,12,2023-03-23 07:10:08.643181
287,Product 287,Glass rather story ten ok movement.,409.55,9,available,75,5,2024-09-27 01:31:48.770466
288,Product 288,Store car political expert.,354.52,55,available,7,38,2023-03-03 17:28:59.867755
289,Product 289,Standard national visit whole.,810.33,57,out_of_stock,74,8,2023-01-04 03:33:25.927996
290,Product 290,Country management must sister prepare it.,879.66,65,available,93,33,2024-08-27 11:12:44.898209
291,Product 291,Beyond six past strong pull.,913.01,80,out_of_stock,28,20,2024-03-21 12:44:14.769174
292,Product 292,Nature before true together everybody.,370.28,14,out_of_stock,86,45,2023-12-20 00:52:43.137145
293,Product 293,With suffer return buy lead.,806.36,97,out_of_stock,52,42,2024-09-10 00:26:39.799122
294,Product 294,Range hand will key cultural lose consumer.,905.86,55,available,55,7,2023-06-05 22:34:39.390774
295,Product 295,Economy news itself box road.,436.3,14,available,98,41,2022-12-15 08:13:54.256522
296,Product 296,Actually ever daughter high nearly interesting reflect.,736.37,42,out_of_stock,96,22,2022-12-05 15:02:41.133485
297,Product 297,Guess decade ability evening apply church seek difficult.,582.59,86,out_of_stock,31,1,2023-12-07 00:35:50.267939
298,Product 298,Understand federal dinner trip.,41.37,63,available,15,42,2023-03-29 11:44:14.641369
299,Product 299,Your side political in people.,565.75,53,available,52,8,2024-03-20 07:17:03.910155
300,Product 300,Stop full this dog film.,892.87,46,available,98,43,2024-08-23 00:19:48.864923
301,Product 301,Father true final than.,326.98,21,available,27,22,2023-08-12 15:28:14.377783
302,Product 302,Letter share at most either.,370.81,76,out_of_stock,86,42,2024-05-21 11:39:20.381711
303,Product 303,Summer husband case leg single security indicate.,466.5,83,out_of_stock,98,5,2024-05-08 09:18:33.776141
304,Product 304,Knowledge letter whatever ago turn let.,949.35,46,available,67,50,2024-01-24 17:00:32.002925
305,Product 305,Staff grow air once important.,476.31,42,available,16,13,2023-12-20 10:08:09.661778
306,Product 306,North military treatment meeting.,89.9,79,available,4,15,2023-05-06 00:57:03.600546
307,Product 307,Step baby decade color he.,499.29,8,out_of_stock,72,32,2023-07-21 05:18:26.629273
308,Product 308,Because stage class health son board hand.,217.05,30,available,15,30,2023-05-20 09:51:37.397470
309,Product 309,Least down happy over.,503.87,94,available,88,43,2024-06-08 03:31:58.230200
310,Product 310,Indicate its method right.,355.41,72,out_of_stock,16,43,2023-02-03 23:34:09.911504
311,Product 311,Large attention deep south education effect meet.,946.7,6,out_of_stock,8,39,2023-10-30 23:18:56.504282
312,Product 312,Indeed face material require.,103.66,31,out_of_stock,53,28,2023-07-01 22:21:35.807796
313,Product 313,Various sign along.,998.19,23,available,26,16,2023-02-21 19:23:25.632450
314,Product 314,Customer night own own give.,388.2,45,available,82,19,2023-05-01 07:09:40.154635
315,Product 315,Mission pattern learn act speak little with case.,665.96,54,available,39,41,2024-05-09 11:03:23.613494
316,Product 316,Establish produce quite happen team stay.,999.84,83,available,18,27,2023-07-02 07:37:25.621261
317,Product 317,Remain responsibility wear century letter protect husband significant.,966.0,66,out_of_stock,92,48,2024-04-19 20:23:16.775877
318,Product 318,Republican fact sense voice ten now.,304.45,95,out_of_stock,89,44,2022-11-02 23:51:22.149569
319,Product 319,Week government national organization.,507.13,73,available,46,9,2024-04-20 14:03:08.602930
320,Product 320,Suggest result live mother world wish party.,154.22,66,out_of_stock,32,48,2023-06-16 03:48:12.634012
321,Product 321,Ground build deal believe economic five training.,947.3,47,available,33,12,2023-10-16 05:33:18.990570
322,Product 322,Point later miss.,213.44,88,out_of_stock,37,33,2024-04-19 04:07:42.561960
323,Product 323,Check which three part back.,451.51,68,out_of_stock,25,49,2024-03-19 22:26:47.016682
324,Product 324,Half order eight forward western.,530.6,55,available,70,23,2024-03-05 19:14:10.005861
325,Product 325,Child his notice.,167.46,70,available,88,28,2023-05-27 23:44:13.133820
326,Product 326,Without direction teach.,616.07,76,out_of_stock,60,47,2024-04-08 15:08:38.715756
327,Product 327,Way employee drive marriage big college.,329.36,60,available,84,3,2023-12-09 08:58:54.199571
328,Product 328,Laugh start Mr out fall defense section.,73.9,2,available,19,4,2022-11-21 21:30:42.133968
329,Product 329,Choose girl whom factor know TV.,345.37,85,available,37,29,2024-07-22 21:06:32.216616
330,Product 330,Staff appear beat budget hospital sport chair course.,364.1,99,out_of_stock,33,32,2023-09-05 17:06:30.625847
331,Product 331,Anything majority one maintain risk edge speak.,781.63,74,out_of_stock,40,42,2024-04-06 00:53:59.905108
332,Product 332,According brother laugh risk none production.,696.72,37,out_of_stock,62,17,2023-09-22 01:59:52.503594
333,Product 333,Know special first few material interview field office.,661.07,5,available,59,15,2024-07-29 05:31:22.879400
334,Product 334,Book glass ahead.,408.65,75,out_of_stock,52,11,2023-12-25 23:13:42.076425
335,Product 335,Prevent business fill member realize.,288.94,35,available,62,3,2024-06-01 03:49:31.584319
336,Product 336,Police establish simply find southern decade wait better.,84.03,89,available,49,27,2023-10-10 08:54:44.104920
337,Product 337,Customer site environmental interest push fall couple.,511.72,93,out_of_stock,80,39,2023-02-16 02:53:59.096205
338,Product 338,He phone why campaign challenge local.,729.53,76,available,69,28,2024-09-22 00:52:02.968254
339,Product 339,With together allow example Congress race easy end.,577.1,69,available,81,32,2024-06-29 06:24:20.022575
340,Product 340,Business leave effect contain.,124.82,77,available,12,48,2023-09-27 01:58:21.453429
341,Product 341,Food day campaign.,96.18,91,out_of_stock,1,4,2022-10-28 01:25:49.766912
342,Product 342,Good soldier turn themselves majority executive material.,40.56,2,available,26,6,2023-07-26 19:36:11.184793
343,Product 343,Memory strategy term job father grow.,635.02,54,out_of_stock,77,32,2024-07-08 23:59:22.373387
344,Product 344,Long strong company speech police.,850.8,7,available,88,47,2024-02-03 17:09:36.629177
345,Product 345,Population buy think he.,229.55,84,available,11,41,2022-10-20 07:22:32.338361
346,Product 346,Easy blue college hour.,676.26,73,available,34,30,2023-06-05 07:45:22.645439
347,Product 347,Rise water word figure.,404.73,14,out_of_stock,4,33,2023-01-28 20:46:11.615326
348,Product 348,Sea recognize need condition economic.,360.9,19,out_of_stock,48,13,2023-06-15 22:36:44.539291
349,Product 349,Thank take like beat hold decade eye.,877.73,47,out_of_stock,90,29,2023-04-05 07:49:37.636792
350,Product 350,Buy buy fill our thank always lawyer create.,657.46,49,available,23,23,2023-02-17 03:58:21.937711
351,Product 351,Area contain couple skin would.,767.07,39,available,3,6,2023-01-10 22:28:13.596360
352,Product 352,First could theory through.,261.06,66,available,8,8,2024-04-17 21:12:37.149587
353,Product 353,Movie surface make glass example.,881.96,0,available,12,42,2023-10-24 13:41:12.371422
354,Product 354,Although bed purpose tax return trouble foot factor.,350.4,83,available,24,28,2024-08-25 19:45:35.902356
355,Product 355,Then through nothing man have center.,783.63,39,available,13,44,2023-12-06 17:52:29.858205
356,Product 356,Stuff learn benefit thus computer ten view.,387.25,6,available,99,14,2024-01-04 14:43:07.953184
357,Product 357,Walk detail season own city development home.,247.99,17,available,75,44,2024-10-07 06:48:05.960348
358,Product 358,May third budget.,574.4,51,available,14,47,2023-02-24 21:03:33.622419
359,Product 359,Effect bring assume they.,792.23,3,out_of_stock,51,10,2023-05-17 23:37:46.281795
360,Product 360,Line include enjoy method.,177.25,95,out_of_stock,32,9,2024-09-11 01:28:41.898443
361,Product 361,Husband source second push mind call.,31.55,81,out_of_stock,84,29,2024-04-14 23:10:57.014460
362,Product 362,Health before something agreement know.,836.65,75,available,85,34,2023-10-04 16:28:11.735263
363,Product 363,Party establish watch lead think employee.,917.7,30,out_of_stock,90,8,2024-08-17 17:45:06.474848
364,Product 364,Study show contain improve.,834.96,71,out_of_stock,19,3,2023-07-26 20:55:57.554393
365,Product 365,Just country hospital carry.,582.82,74,available,4,44,2023-01-08 22:29:13.011966
366,Product 366,Despite father view arrive describe charge interest.,637.51,12,out_of_stock,20,19,2022-12-18 14:13:35.324155
367,Product 367,Ever he speech situation call.,979.61,30,out_of_stock,10,22,2024-10-03 15:05:48.039877
368,Product 368,Four responsibility step a responsibility.,373.65,73,available,44,20,2023-02-11 04:40:35.762464
369,Product 369,Candidate mouth less pretty far.,41.68,62,out_of_stock,57,17,2024-03-04 04:51:17.653423
370,Product 370,Practice trial cultural discussion dark guess.,86.06,3,out_of_stock,92,9,2024-03-30 22:59:55.554572
371,Product 371,Similar significant administration take human although.,965.83,76,out_of_stock,73,6,2024-02-07 10:50:39.659790
372,Product 372,Program unit save talk compare threat fast.,213.52,3,out_of_stock,83,11,2023-10-17 18:18:02.741454
373,Product 373,Major type property recent.,791.37,18,available,7,21,2023-12-26 09:10:59.608742
374,Product 374,Meet nearly one subject generation.,225.2,29,out_of_stock,76,46,2024-02-14 17:10:36.562825
375,Product 375,All onto sort foot might lose.,401.23,65,out_of_stock,23,41,2024-02-02 21:59:28.709686
376,Product 376,He community avoid need around although.,39.66,53,out_of_stock,82,23,2023-04-16 18:47:53.774494
377,Product 377,Reality even the wide.,268.1,77,out_of_stock,84,8,2024-08-06 02:45:05.462567
378,Product 378,Your clear increase listen.,911.89,7,available,18,37,2023-11-17 22:14:50.676351
379,Product 379,Physical situation price little create.,335.24,22,available,50,38,2023-10-13 17:25:12.660367
380,Product 380,Think especially so discuss authority unit start.,433.33,90,available,67,23,2023-12-01 23:15:45.478445
381,Product 381,Particularly future home lay hair production.,487.88,11,available,98,33,2023-07-23 23:23:34.783764
382,Product 382,Mean outside happen second already medical.,706.59,89,available,3,8,2022-11-16 01:53:13.564513
383,Product 383,Right provide girl into open eight body.,541.1,1,available,10,31,2023-06-13 10:59:54.073140
384,Product 384,Politics green special class.,280.89,90,available,97,16,2024-10-06 09:37:39.270401
385,Product 385,Nation compare country fly.,207.74,12,out_of_stock,34,23,2023-12-08 06:38:19.329691
386,Product 386,Individual democratic yourself last.,489.32,68,out_of_stock,44,30,2022-12-06 00:17:49.055901
387,Product 387,Service long care place opportunity carry.,657.6,28,available,96,40,2024-07-31 18:37:02.851472
388,Product 388,Stuff human religious billion yard.,811.99,69,available,6,33,2023-05-04 06:32:49.035975
389,Product 389,Might shake dream finally thank.,147.56,51,available,17,34,2024-05-07 19:09:47.772842
390,Product 390,Exactly foot gas long indicate treatment.,688.51,27,out_of_stock,31,22,2024-06-13 08:58:35.852893
391,Product 391,Note place or community.,807.24,69,available,99,33,2023-02-15 00:01:57.089264
392,Product 392,Cold type actually much dinner true go imagine.,331.0,13,out_of_stock,73,43,2023-03-07 17:22:04.055514
393,Product 393,Door per support east arm possible person.,782.25,48,available,86,25,2023-01-16 12:43:53.416837
394,Product 394,Certainly life radio large lead decide total turn.,479.35,83,available,4,28,2022-10-17 08:58:14.476282
395,Product 395,Wait along push thus effort.,941.96,18,out_of_stock,69,30,2023-02-17 03:21:26.186626
396,Product 396,Example avoid staff west.,106.36,50,available,23,29,2024-03-06 09:25:39.409677
397,Product 397,Say over worry wrong low final social.,750.66,25,out_of_stock,31,29,2023-11-12 03:12:08.162542
398,Product 398,Stay situation thing size.,750.59,99,available,81,4,2023-09-09 17:57:54.192991
399,Product 399,Seat value wear each white.,970.81,32,out_of_stock,61,29,2022-11-14 04:22:15.854400
400,Product 400,Especially move evidence factor character sit economy.,945.44,25,available,28,2,2022-11-25 22:42:16.157150
401,Product 401,Coach cup well adult small same fire.,334.2,36,out_of_stock,42,29,2023-10-16 03:18:14.129179
402,Product 402,Lead brother church course there ball.,152.08,1,out_of_stock,100,45,2024-05-17 19:41:18.104457
403,Product 403,Subject outside Congress face president apply true.,129.85,64,out_of_stock,100,22,2023-07-31 19:09:59.963514
404,Product 404,Focus hotel language make beat however leg ask.,573.22,79,available,65,23,2024-01-28 21:18:11.396298
405,Product 405,Worry pull present represent society important.,518.44,71,out_of_stock,36,39,2024-01-29 18:54:37.152034
406,Product 406,Commercial culture agreement direction small respond.,450.53,20,available,22,28,2024-01-05 01:24:13.524085
407,Product 407,Indeed score north trade.,322.52,89,out_of_stock,18,6,2023-11-16 05:48:33.301667
408,Product 408,Deal send under.,90.79,36,out_of_stock,24,10,2022-11-25 16:33:47.044707
409,Product 409,Would morning opportunity administration let north.,990.47,37,available,20,23,2023-02-13 20:30:03.919032
410,Product 410,Establish director which authority shoulder whole.,937.78,61,available,14,5,2023-07-05 00:15:25.229755
411,Product 411,Pretty ball sing assume.,866.82,63,available,89,50,2024-02-25 01:33:25.242639
412,Product 412,Establish apply evening fly opportunity develop.,866.82,59,available,95,22,2024-08-03 05:42:14.325315
413,Product 413,According left standard capital step reality.,318.75,92,out_of_stock,26,26,2024-01-20 23:18:06.306953
414,Product 414,Business whose expect near.,668.45,78,out_of_stock,41,39,2024-09-02 09:04:13.796952
415,Product 415,Expert long no.,465.46,47,out_of_stock,21,26,2022-11-04 23:25:08.875549
416,Product 416,Firm affect would window.,872.35,88,available,9,21,2022-10-17 05:41:45.187849
417,Product 417,Bring fire little race current.,506.72,36,out_of_stock,29,44,2024-07-30 14:35:13.033233
418,Product 418,College kind none matter special senior.,447.6,55,out_of_stock,37,23,2023-01-13 01:12:42.319644
419,Product 419,Prevent able strategy already professor stop.,849.44,88,out_of_stock,78,50,2024-04-20 21:45:29.743415
420,Product 420,True our light manager individual.,12.91,19,out_of_stock,41,21,2024-04-28 22:28:33.686949
421,Product 421,Attack bring discuss glass professor art.,693.04,18,out_of_stock,6,45,2024-01-25 20:26:59.113051
